id_reseña,Fecha,Título,Contenido,Empresa,Calificación
AbbeygateSegurosEspaña_N27,2024-05-19 15:47:39+00:00,No fue tan claro el objetivo,No fue tan claro el objetivo,Abbeygate Seguros España,2
AbbeygateSegurosEspaña_N26,2024-04-22 18:08:51+00:00,Easy and fast,"Easy and fast, plus the cheapest insurance I found in my area was with u guys",Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N25,2024-04-02 00:39:24+00:00,Mi experiencia fue muy buena y…,Mi experiencia fue muy buena y satisfactoria supieron resolver mi inconveniente sin problemas y con sencillez y rapidez ! Una maravilla,Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N24,2024-04-01 21:48:57+00:00,excelente atención,"excelente atención, responsabilidad. la recomiendo sitio perfecto para asegurarte",Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N23,2024-03-27 14:47:25+00:00,Excelente Seguro,Alejandro fue una persona excelente y súper profesional Recomiendo esta aseguradora 100%,Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N22,2024-03-12 20:40:19+00:00,Muy eficaz excelente cobertura muy ágil,Muy eficaz excelente cobertura muy ágil,Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N21,2024-03-11 05:22:19+00:00,Me quiero ir,Sin contenido,Abbeygate Seguros España,1
AbbeygateSegurosEspaña_N20,2024-02-03 12:56:52+00:00,Atención excelente,Sin contenido,Abbeygate Seguros España,4
AbbeygateSegurosEspaña_N19,2024-01-16 00:41:00+00:00,Muy buena atención,Sin contenido,Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N18,2023-11-27 22:43:52+00:00,Estoy muy satisfecho con el el servicio…,"Estoy muy satisfecho con el el servicio recibido, muy amables y eficientes, realmente lo recomiendo 100%.",Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N17,2023-10-07 06:23:08+00:00,Muy buen servicio gente muy amable que…,Muy buen servicio gente muy amable que me atendió super recomendado,Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N16,2023-10-07 04:29:51+00:00,Super contento y satisfecho.,"Voy a resumir mi experiencia. Tuve un accidente de moto en septiembre. Cuando me puse en contacto con la aseguradora para resolver el asunto (Reale Seguro) me pasaron con Jonathan. Al principio habíamos llegado al acuerdo de que el perito fuera un día de la semana para peritar la moto. Hasta ahí, todo bien. Pasó una semana y llamé a Jonathan (Reales Seguro) para que me informara de como iba el asunto y me comentó que el perito fue mirar la moto pero no se encontró con ninguna moto. Yo sorprendido le pregunté de porque no me había llamado y me dijo que eso era mi responsabilidad de mantenerme al día del asunto, que lo tenía que resolverlo yo todo básicamente. Estaba bastante enojado porque le aporté toda la información necesaria y correcta para que fuera al establecimiento correcto (número de teléfono del depósito incluido). Aparte que estaba con dolores del accidente y apenas podía hablar porque tenía 5 puntos dentro de la boca y dos fuera. Me puse muy preocupado porque me comentó que no tenía asistencia en carretera y que los días que la moto se quedaba en el depósito lo tenía que pagar yo. A este punto estaba muy disgustado con Jonathan. Ya desperado hablé con mi amigo que fue el que me ayudo a hacerme el seguro y me pasó el número de Abbegate. Llamé y me pasaron con Alejandro. Me comentó que estaba intentado contactar conmigo pocos días después del accidente pero no pudo porque no estaba mi número en la base de datos. Me escribió varios emails pero no me di cuenta, error mío.Bueno, que decir, Alejandro en todo momento me ha ayudado con el asunto. Me transmitió una sensación de alivio y seguridad porque por fin tenía a alguien ayudandome. Desde que el tomó cargo de la situación, en menos de una semana se había resuelto todos mis problemas y todo gracias a Alejandro! Estoy súper contento y satisfecho con el trato y trabajo que se ha realizado conmigo. Muy simpático, Amable y Rápido! Gracias por todo! Lo Recomiendo 10/10",Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N15,2023-09-29 09:54:23+00:00,Very happy with you all,Sin contenido,Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N14,2023-08-04 13:54:16+00:00,Gran servicio,"Gran servicio. Todo es rápido y profesional. Alina nos ayudó mucho, muchas gracias a ella, una verdadera profesional! ¡Gracias!",Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N13,2023-07-08 08:49:15+00:00,Por favor,"Hola, pueden inprementar pixpay a chile por favor ya que mi hijo se ilusióno porque quería tener una tarjeta para poderñ comprarse sus propias cosas sin pedirme dinero. Muchas gracias",Abbeygate Seguros España,3
AbbeygateSegurosEspaña_N12,2023-06-19 22:54:24+00:00,Muy Buena Aunque No Tuve Q Usar El…,Muy Buena Aunque No Tuve Q Usar El Seguro,Abbeygate Seguros España,4
AbbeygateSegurosEspaña_N11,2023-03-03 16:25:40+00:00,Excelente servicio en atención al…,Excelente servicio en atención al cliente.,Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N10,2023-02-10 18:37:19+00:00,"Alejandro,muy excelente.","Muy cierto contenta con su agente de atención al cliente,Alejandro, gracias.",Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N9,2023-01-25 14:09:07+00:00,Esta compañía es un fraude,"Esta compañía es un fraude. No la recomiendo en absoluto. Después de pagar el seguro durante más de 10 años, cuando uno tiene un siniestro nos declaran culpables sin preguntar ni leer correctamente el parte amistoso. Habiéndonos llevado un golpe en la furgoneta dejándola con una reparación de más de 3000 euros, cuando un perito en menos de 5 minutos hubiera dictaminado quién era culpable.",Abbeygate Seguros España,1
AbbeygateSegurosEspaña_N8,2022-10-17 23:03:41+00:00,Muy profesional,"Muy profesional, recomendable 1000%",Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N7,2022-01-25 19:48:06+00:00,Muy profesional,"Muy profesional, los recomiendo",Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N6,2021-03-09 15:28:44+00:00,MUY BUENO Y CONFIABLE,Sin contenido,Abbeygate Seguros España,3
AbbeygateSegurosEspaña_N5,2021-02-12 19:50:50+00:00,Very good service,Sin contenido,Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N4,2021-02-02 17:55:29+00:00,Buen precios,Sin contenido,Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N3,2020-10-19 15:45:51+00:00,Servicio era excelente como siempre.,Sin contenido,Abbeygate Seguros España,5
AbbeygateSegurosEspaña_N2,2020-10-14 18:05:27+00:00,Muchisimas gracias Matt fue genial y me…,Muchisimas gracias Matt fue genial y me ha ayudado mucho en el proceso de eleigir la poliza correcta Gracias,Abbeygate Seguros España,4
AbbeygateSegurosEspaña_N1,2020-10-05 12:38:10+00:00,Muy bien,Rapido y claro.,Abbeygate Seguros España,5
ChapkaSeguros_N175,2025-11-08 16:54:14+00:00,seguro de viaje…,"Hemos contratado un seguro de viaje para 2 personas, el proceso ha sido muy fácil y la documentación al respecto es muy completa y detallada.",Chapka Seguros,5
ChapkaSeguros_N174,2025-11-07 20:50:39+00:00,Me ha sido fàcil rellenar el…,"Me ha sido fàcil rellenar el custionario, estaba muy claro todas las garanties y bien explicadas",Chapka Seguros,5
ChapkaSeguros_N173,2025-11-07 16:39:40+00:00,Excelente,"Muy buena atención telefónica con información clara, concisa y rápida, sin dejar lugar a dudas. El diseño de la página y la tramitación en línea es muy sencilla e intuitiva. Espero no tener que utilizar el seguro, impresiona ser un seguro confiable y veraz.",Chapka Seguros,5
ChapkaSeguros_N172,2025-11-07 16:32:34+00:00,Ineficientes,"Cuando trabajaba con Allianz era muy buenos, renové con ellos por la buena experiencia pero cambiaron a Europa assistance y es una vergüenza. Estoy intentando pedir una visita al médico desde hace un mes. No contestan a los mails y cuando llamas es de un dpto a otro y pediendo disculpas por su mala gestión. No renovare el proximo año.",Chapka Seguros,1
ChapkaSeguros_N171,2025-11-05 23:59:32+00:00,Facilidad de contratación buena…,Facilidad de contratación buena relación precio cobertura,Chapka Seguros,5
ChapkaSeguros_N170,2025-11-05 00:46:09+00:00,Fácil de utilizar,Fácil de utilizar,Chapka Seguros,5
ChapkaSeguros_N169,2025-11-03 17:00:15+00:00,ESTAFA,Contraté un seguro de viajes en el que supuestamente cubría robos y pérdida de documentación. Me robaron la cartera y NO SE HAN HECHO RESPONSABLES DE ABSOLUTAMENTE NADA. Nunca más.,Chapka Seguros,1
ChapkaSeguros_N168,2025-11-03 15:18:19+00:00,FÁCIL Y CLARO,Facilidad en contratar el seguro con posibilidad de anulación aún habiendo pasado más de 7 días después de la compra del viaje,Chapka Seguros,5
ChapkaSeguros_N167,2025-10-31 18:19:17+00:00,De momento lo que he valorado es la web…,"De momento lo que he valorado es la web y la experiencia del registro y contratación del seguro. La experiencia del seguro en el viaje espero no tener que valorarla, indicará que no he tenido necesidad de usarlo. Valoro la contratación",Chapka Seguros,5
ChapkaSeguros_N166,2025-10-28 10:05:29+00:00,Casi todo bien,"Todo bien, me gustan las coberturas. La información telefónica, regular ,me dijeron que no se podía financiar la compra ,y que no se proporciona en caso de necesidad de medicamentos por enfermedad preexistente . Espero que en caso de necesidad la información sea mas precisa.",Chapka Seguros,3
ChapkaSeguros_N165,2025-10-25 16:54:17+00:00,Fácil de realizar,Por su facilidad de ejecución,Chapka Seguros,4
ChapkaSeguros_N164,2025-10-25 12:50:42+00:00,Todo fue rápido y seguro,Todo fue rápido y seguro,Chapka Seguros,5
ChapkaSeguros_N163,2025-10-24 12:52:16+00:00,Viaje de estudios de mi hijo,"Rapidez, buenas coberturas y precio.",Chapka Seguros,5
ChapkaSeguros_N162,2025-10-23 18:22:56+00:00,Me ha encantado,"Me ha encantado, os tendré en cuenta para próximos viajes. Gracias a Dios, no necesité usarla.",Chapka Seguros,5
ChapkaSeguros_N161,2025-10-22 21:00:30+00:00,El mejor seguro de viajes,El mejor seguro de viajes Tuvimos un problema durante nuestros viaje por California un familiar fue hospitalizado y nos tocó regresar a España urgentemente. Se hicieron cargo de los billetes de avión sin problemas.,Chapka Seguros,5
ChapkaSeguros_N160,2025-10-22 16:51:23+00:00,Facilidad de contratación,"Facilidad de contratación, ya lo hice el año pasado, y espero al igual que la vez pasada no tener que utilizarlo.",Chapka Seguros,5
ChapkaSeguros_N159,2025-10-21 12:29:47+00:00,Todo perfecto,Todo perfecto,Chapka Seguros,5
ChapkaSeguros_N158,2025-10-21 09:45:55+00:00,Buena relación precio oferta,"Buena relación precio oferta, después de comparar con otras compañías.",Chapka Seguros,5
ChapkaSeguros_N157,2025-10-18 20:45:12+00:00,Facilidad y claridad de la informacion,Facilidad y claridad de la informacion de acceso y contratacion de la poliza,Chapka Seguros,4
ChapkaSeguros_N156,2025-10-18 02:03:53+00:00,Fácil de contratar,Es muy fácil obtener información de las coberturas y todo el proceso de contratación,Chapka Seguros,5
ChapkaSeguros_N155,2025-10-16 14:19:50+00:00,Pues fui muy bien atendido por el…,Pues fui muy bien atendido por el agente Juaquin calvo,Chapka Seguros,5
ChapkaSeguros_N154,2025-10-16 11:06:37+00:00,Consulta perfecta,He realizado una consulta para contratar un seguro y me han explicado y aclarado los términos perfectamente.,Chapka Seguros,5
ChapkaSeguros_N153,2025-10-15 23:02:36+00:00,Muy completo,"Rapidez en contratación, precio competitivo y coberturas",Chapka Seguros,5
ChapkaSeguros_N152,2025-10-14 20:19:12+00:00,Son varias veces las que he contratado…,"Son varias veces las que he contratado el seguro en mis viajes. Afortunadamente no lo he tenido que utilizar, pero me da mucha tranquilidad. Es sencillo y muy rápido de contratar",Chapka Seguros,5
ChapkaSeguros_N151,2025-10-14 13:39:08+00:00,Eficacia,Rápido y muy claro todo,Chapka Seguros,5
ChapkaSeguros_N150,2025-10-14 07:57:58+00:00,El seguro realizado camino al…,"El seguro fue realizado camino al aeropuerto, me había olvidado de hacerlo previo mi viaje, y buscando en internet, encontré a chapka, fue tan sencillo y fácil hacer el seguro que en el trayecto y unido al precio , tomé la decisión . Fácil, rápido y precio razonable y rápid",Chapka Seguros,5
ChapkaSeguros_N149,2025-10-12 17:19:44+00:00,Mejorar buscador países,"El buscador de países no es tan intuitivo, debería poder desplegarse una lista con todos los países y así poder seleccionar o que al seleccionar el país en el buscador (función actual) se desaparezca el criterio de búsqueda, porque uno tiene que estar borrando la búsqueda anterior. Saludos.",Chapka Seguros,4
ChapkaSeguros_N148,2025-10-09 19:14:27+00:00,Imposible pedir una factura.,Sin contenido,Chapka Seguros,2
ChapkaSeguros_N147,2025-10-08 19:31:06+00:00,Seguridad,"Llevo haciendolo 2 años con ellos y contento de no tener que usarlo,pero el ir seguro de viaje con un buen seguro y muy completo da mucha tranquilidad, ademas a buen precio",Chapka Seguros,5
ChapkaSeguros_N146,2025-10-08 17:16:28+00:00,Todo muy bien ya comento como me fue en…,Todo muy bien ya comento como me fue en el viaje,Chapka Seguros,5
ChapkaSeguros_N145,2025-10-03 15:04:31+00:00,La persona que me atendió fue muy amable,La persona que me atendió fue muy amable,Chapka Seguros,4
ChapkaSeguros_N144,2025-10-02 18:10:11+00:00,Nadie contesta a su t lefoni,Sin contenido,Chapka Seguros,3
ChapkaSeguros_N143,2025-10-01 20:40:31+00:00,Porque resolvieron todas mis dudas y el…,Porque resolvieron todas mis dudas y el trato fue excepcional.,Chapka Seguros,5
ChapkaSeguros_N142,2025-10-01 18:12:38+00:00,Excelente Cia de seguros .,Excelente Cia de seguros . Viajo con frecuencia y es mi compañía de referencia. Esta última ocasión tuve que recurrir a ellos y con diligencia se ha resuelto el pago de la cancelación de mi viaje . Recomendable 100/,Chapka Seguros,5
ChapkaSeguros_N141,2025-10-01 08:28:30+00:00,La tramitación del seguro fue rápida y…,La tramitación del seguro fue rápida y muy clara.,Chapka Seguros,5
ChapkaSeguros_N140,2025-09-29 23:55:10+00:00,NO ME HABEIS ENVIADO CORRECTAMENTE EL…,NO ME HABEIS ENVIADO CORRECTAMENTE EL Nº DE CERTIFICADO,Chapka Seguros,2
ChapkaSeguros_N139,2025-09-24 14:52:40+00:00,Facilidad de contratación.,Sin contenido,Chapka Seguros,3
ChapkaSeguros_N138,2025-09-23 16:53:32+00:00,Porque la página en Internet es fácil por lo que exprese más arriba.,Porque la página en Internet es fácil y amigable. También a medida que se avanza en la contratación da mucha seguridad al ir avanzando con códigos que van al Mail o al teléfono. Por último la APP es muy segura y muestra solvencia pues al ingresar la dirección de Mail trae toda la información cargada en la página web. Muy bien en lo que respecta a la cotratacion del servicio.,Chapka Seguros,5
ChapkaSeguros_N137,2025-09-23 07:51:42+00:00,Necesitaba asesoría,"Necesitaba asesoría, para un viaje grupal de 7 personas la reserva la hemos hecho conjunta y no sabía si el seguro se podía hacer individual o grupal así que llame por teléfono y muy amable me sacaron de dudas.Es la segunda vez que hago un seguro por aquí,la otra vez no me hizo falta usarlo así que no puedo decir como responden ante una incidencia.",Chapka Seguros,5
ChapkaSeguros_N136,2025-09-22 23:13:37+00:00,FUE MUY RAPIDO POR TELEFONO Y EL AGENTE…,FUE MUY RAPIDO POR TELEFONO Y EL AGENTE ME INFORMO QUE TENIA DERECHO AUN DESCUENTO,Chapka Seguros,5
ChapkaSeguros_N135,2025-09-22 11:32:23+00:00,NOTABLE SERVICIO CON SILVIA,La experencia con Silvia D. ha sido fantastica. Me ha ayudado a encontrar el seguro que mejor se adaptaba a mis necesidades y ha estado en contacto conmigo por cualquier consulta. Repetiré con ella sin duda cuando lo necesite.,Chapka Seguros,5
ChapkaSeguros_N134,2025-09-21 14:20:57+00:00,Un seguro muy fácil de contratar y…,Un seguro muy fácil de contratar y rápido y con las prestaciones q buscábamos para viajar con tranquilidad,Chapka Seguros,5
ChapkaSeguros_N133,2025-09-16 17:28:46+00:00,Mi experiencia a sido mala,"Mi experiencia a sido mala, resulta que contrato un seguro de viaje por europa de unos 40 días por europa, resulta que me tengo que volver con mi mujer a los 20 días de empezar el viaje por un asunto de salud de ella ( ella tenía otro seguro) , llamo a chapka, le explico al chico lo que pasa, y que me quedan 20 días sin usar el seguro y que sí me pueden devolver la parte proporcional del seguro, me dice que el no, pero que escriba al correo de chapka y está seguro que al ser la mitad del seguro lo que queda y tratándose de un asunto de fuerza mayor, pues que entiende que me lo deberían de devolver o un bono para la siguiente compra, pues bien, esta gente no cuida al cliente, si no al dinero, prefieren perder un cliente por no devolver 50 euros , que devolverlo y volver a contratarlos por tener un servicio post venta bueno . Yo lo tengo claro, no volvere a contratarlo , ni recomendarlos por is falta de empatía, servicio post venta y pensar que un cliente contento, es un cliente que vuelve.",Chapka Seguros,1
ChapkaSeguros_N132,2025-09-16 15:48:36+00:00,Seguro de viaje,"He contratado hoy un seguro de viajes y me ha dicho facilísimo, además llamé por una duda y me han atendido muy bien. Es un segunro q estás muy bien de precio",Chapka Seguros,5
ChapkaSeguros_N131,2025-09-16 13:06:41+00:00,Fácil y rapido,"Ha sido todo muy fácil y muy rápida la contratación, espero no tener que utilizarlo pero viajo mas tranquila",Chapka Seguros,5
ChapkaSeguros_N130,2025-09-16 12:02:38+00:00,Muchas mas facil de contratar que otras…,Muchas mas facil de contratar que otras compañias.,Chapka Seguros,5
ChapkaSeguros_N129,2025-09-13 09:30:06+00:00,En principio todo correcto,"Aseguré mi moto un mes y unos pocos días porque se me había acabado mi seguro anual y quería seguir utilizándola ese tiempo antes de irme a vivir fuera, y todo correcto. Pagué la mitad de lo que pago con mi seguro anual por esos días, pero bueno es de las pocas opciones que encontré. Tramitación muy rápida, aunque por suerte no tuve ningún problema en carretera, no sé cómo es el servicio si hay algún parte.",Chapka Seguros,5
ChapkaSeguros_N128,2025-09-12 13:03:20+00:00,ME ATENDIO CARLOTA,"ME ATENDIO CARLOTA, LA ATENCION HA SIDO MUY BUENA.",Chapka Seguros,5
ChapkaSeguros_N127,2025-09-09 19:49:46+00:00,Gestión rápida de la póliza,Gestión rápida de la póliza,Chapka Seguros,5
ChapkaSeguros_N126,2025-09-08 17:50:24+00:00,La atención recibida fue rápida y…,La atención recibida fue rápida y precisa. Pude extender el seguro para mi hijo sin problema,Chapka Seguros,5
ChapkaSeguros_N125,2025-09-08 14:11:28+00:00,FACILIDAD CONTRATACION Y COBERTURAS…,"FACILIDAD CONTRATACION Y COBERTURAS ASEGURADAS, TODA LA DOCUMENTACION EN LA APLICACION. PRECIO UN POCO ALTO.",Chapka Seguros,4
ChapkaSeguros_N124,2025-09-06 13:17:11+00:00,Información de coberturas engañosa,"La verdad que ponia que incluia en la repatriacion el transporte sanitario, y cuando ya lo contratas y por fin te mandan la letra pequeña solo incluye avion sanitario en europa y paises limitrofes por lo que es engañoso. Si lo hubiera sabido hubiera cogido el seguro con otra compañia que salia mejor de precio.",Chapka Seguros,2
ChapkaSeguros_N123,2025-09-06 09:49:37+00:00,Muy sencillo y claro de tramitar,Sin contenido,Chapka Seguros,5
ChapkaSeguros_N122,2025-09-04 22:56:49+00:00,Muy fácil contratar el seguro y muy…,Muy fácil contratar el seguro y muy completo para lo que yo buscaba. Muchas gracias,Chapka Seguros,5
ChapkaSeguros_N121,2025-09-04 18:46:12+00:00,Facilidad de contratación y buena…,Facilidad de contratación y buena relación calidad precio.,Chapka Seguros,5
ChapkaSeguros_N120,2025-09-04 12:33:49+00:00,De momento bien,De momento todo muy facil.... espero no haber de utilizarlo.,Chapka Seguros,5
ChapkaSeguros_N119,2025-09-03 05:19:20+00:00,MUY RAPIDO,"MUY RAPIDO, SENCILLO Y PRECIO EXCELENTE. ESPERO NO NECESITARLO.",Chapka Seguros,5
ChapkaSeguros_N118,2025-09-01 21:38:14+00:00,Información precisa y rápida,Información precisa y rápida,Chapka Seguros,5
ChapkaSeguros_N117,2025-09-01 10:07:49+00:00,Suguridad Facilidad para contra previa…,Facilidad para contra previa información completa y clara del producto.,Chapka Seguros,5
ChapkaSeguros_N116,2025-08-31 23:55:37+00:00,Contratación rápida y fácil .,Contratación rápida y fácil .,Chapka Seguros,4
ChapkaSeguros_N115,2025-08-29 12:46:08+00:00,Fácil de gestionar,Sin contenido,Chapka Seguros,5
ChapkaSeguros_N114,2025-08-28 05:42:55+00:00,Hice una llamada y me aclararon todas…,Hice una llamada y me aclararon todas mis dudas,Chapka Seguros,5
ChapkaSeguros_N113,2025-08-27 00:33:04+00:00,Debería de haber un acceso en la app…,Debería de haber un acceso en la app que se pueda acceder y ver el perfil y seguros de viajes pasados,Chapka Seguros,3
ChapkaSeguros_N112,2025-08-25 11:18:53+00:00,La información y la atención recibida…,La información y la atención recibida es excelente,Chapka Seguros,5
ChapkaSeguros_N111,2025-08-24 14:28:51+00:00,Muy Seguro China,Muy fácil de gestionar online,Chapka Seguros,5
ChapkaSeguros_N110,2025-08-20 07:27:43+00:00,Muy buena cobertura pero muy caro,Muy buena cobertura pero muy caro. En los últimos dos años prácticamente se ha duplicado el precio.,Chapka Seguros,3
ChapkaSeguros_N109,2025-08-19 16:30:07+00:00,El seguro está 100% diseñado para lo…,"El seguro está 100% diseñado para lo que necesito. Las coberturas son perfectas y la contratación muy sencilla. El precio es bueno, bastante mejor que la mayoría.",Chapka Seguros,5
ChapkaSeguros_N108,2025-08-17 15:08:52+00:00,Contratar el seguro fue rápido y…,Contratar el seguro fue rápido y sencillo.,Chapka Seguros,5
ChapkaSeguros_N107,2025-08-16 15:44:05+00:00,No lo recomiendo,"Es ridículo lo mucho que incrementa el precio en una línea temporal extremadamente corta. Hace 3 meses renové mi seguro por 197€ (para 3 meses) y ahora lo acabo de renovar por el módico precio de 300€ (para 3 meses también). He estado usando Chapka desde el principio de mi Working Holiday hace 3 años -cuando costaba unos 30€ al mes-, pero la verdad que desde que cambiaron el proveedor a EU assistance tanto su servicio/prestaciones como relación calidad-precio se han deteriorado de manera alarmante. No cuidan la fidelidad de los clientes, no tienen buena ética empresarial. No lo recomiendo.",Chapka Seguros,1
ChapkaSeguros_N106,2025-08-14 19:23:48+00:00,Ninguno,"No pude realizar el viaje por problemas de salud uy no me devolvieron nada, pague el seguro para nada",Chapka Seguros,3
ChapkaSeguros_N105,2025-08-10 10:30:12+00:00,Seguro para viajar,"Estuve buscando seguros para mi viaje y por el precio y condiciones Chapka, me pareció la mejor opción. Espero no tener que usarlo y en el caso de que así sea no tenga ningún problema.",Chapka Seguros,4
ChapkaSeguros_N104,2025-08-09 19:34:15+00:00,Por la rápida y clara contratación de…,Por la rápida y clara contratación de la poliza,Chapka Seguros,4
ChapkaSeguros_N103,2025-08-08 17:17:15+00:00,Claridad en la explicación,La información que me suministraron ha sido muy clara . Espero en caso de tener un siniestro me respondan muy bien .,Chapka Seguros,5
ChapkaSeguros_N102,2025-08-07 17:42:54+00:00,Buena comunicación,"Buena comunicación, fluida y detalla y buen entendimiento antes las sucesivas preguntas a la persona que trate. Espero no ser defraudada por Chapka en el caso de que necesite de sus servicios. Estoy satisfecha con la decisión que tome.",Chapka Seguros,5
ChapkaSeguros_N101,2025-08-06 20:51:25+00:00,En principio el seguro que he…,En principio el seguro que he contratado parece bueno os daré mi opinión si lo tengo que utilizar y si cumplís con lo prometido,Chapka Seguros,5
ChapkaSeguros_N100,2025-08-05 11:52:35+00:00,el primer contacto con Chapka Seguros Genial,"el primer contacto con Chapka Seguros ha sido con Marcela Gomez, la cual nos ha tratado muy amablemente. Nos ha ayudado en todo y más. Ha sido un placer poder tratar con personas tan amables. Gracias Marcela",Chapka Seguros,5
ChapkaSeguros_N99,2025-08-04 20:00:33+00:00,Buena experiencia de compra,"Me gustó mucho lo fácil que fue cotizar, pagar y tener el certificado. Además, me gustó mucho lo que ofrecen por el precio, me parece razonable. Espero que la experiencia sea igual de buena en caso de algún siniestro y espero una encuesta una vez finalizado el servicio para dar una opción más detallada",Chapka Seguros,5
ChapkaSeguros_N98,2025-08-04 19:32:04+00:00,Buena cobertura a buen precio,Sin contenido,Chapka Seguros,5
ChapkaSeguros_N97,2025-08-04 12:25:51+00:00,Muy eficientes,Sin contenido,Chapka Seguros,5
ChapkaSeguros_N96,2025-08-02 18:38:24+00:00,Hasta el momento todo bien,Sin contenido,Chapka Seguros,5
ChapkaSeguros_N95,2025-08-02 18:25:03+00:00,Rapidez y claridad en el proceso y en…,Rapidez y claridad en el proceso y en la documentación recibida.,Chapka Seguros,4
ChapkaSeguros_N94,2025-08-01 21:33:18+00:00,Amplia variedad de seguros con buenas cobertura,Hay una amplia variedad de seguros con unas coberturas muy buenas y se contrata fácilmente.,Chapka Seguros,5
ChapkaSeguros_N93,2025-08-01 18:46:57+00:00,póliza de seguros,Fue muy facil contratar la póliza,Chapka Seguros,4
