id_reseña,Fecha,Título,Contenido,Empresa,Calificación
AutobizSA_N54,2024-04-29 12:08:52+00:00,Un trato excepcional y una tasación…,Un trato excepcional y una tasación perfecta,Autobiz SA,5.0
AutobizSA_N53,2024-04-25 13:12:05+00:00,excelente todo el proceso,"excelente todo el proceso, los recomiendo",Autobiz SA,5.0
AutobizSA_N52,2024-04-22 19:14:50+00:00,Pérdida de tiempo,"Mandan una oferta muy atractiva, luego tienes que ir a uno de sus centros para la tasación (en mi caso a 30 km) y después de esperar una hora, te lo tasan por mucho menos. Me he sentido estafado.",Autobiz SA,1.0
AutobizSA_N51,2024-03-29 01:54:14+00:00,Todo salió de acuerdo a lo pactado,Todo salió de acuerdo a lo pactado. Muy buena atención.,Autobiz SA,5.0
AutobizSA_N50,2024-03-28 15:46:10+00:00,Rapidez en resolución y entrega,Sin contenido,Autobiz SA,5.0
AutobizSA_N49,2024-03-28 15:06:32+00:00,Todo excelente,Sin contenido,Autobiz SA,5.0
AutobizSA_N48,2024-03-04 13:10:36+00:00,oferta no seria!!!,"Te ofrecen un precio absolutamente ridículo y alejado del precio de mercado. El precio de compra en el mercado de revendedores es de 26k, ofrecen 19k, sin observar el auto antes. ¡No pierdas el tiempo con Autobiz! Absolutamente no recomendado.",Autobiz SA,1.0
AutobizSA_N47,2024-03-01 01:07:31+00:00,Un trato excelente por parte de Cristian y Carlos,"Un trato excelente por parte de Cristian y Carlos. La persona que vino a recoger el coche (no recordamos tu nombre perdónanos) igual, súper amable y paciente. Tardaron los trámites de los papeles de gestoría (estuvimos esperando en la calle 2 horas y algo esperando los papeles) pero entendemos que es algo ajeno a Autobiz. Trato inmejorable, rápidos en el pago y totalmente transparentes.",Autobiz SA,5.0
AutobizSA_N46,2024-02-29 20:56:48+00:00,"Atención amable rápida y seria,","Atención amable rápida y seria, Solucionando rápidamente mis dudas",Autobiz SA,5.0
AutobizSA_N45,2024-02-29 16:28:08+00:00,Trato inmejorable,"Muy buen servicio, agilidad y rapidez, volvería a repetir con ellos.",Autobiz SA,5.0
AutobizSA_N44,2024-02-29 16:01:54+00:00,Recomiendo fácil,"Recomiendo , muy buena experiencia. Precio Ok, atención telefónica OK, Transferencia al instante antes de llevarse el auto y cambio de titular sobre la marcha . MUY EFECTIVO",Autobiz SA,5.0
AutobizSA_N43,2024-02-29 15:49:35+00:00,Atención fenomenal,Sin contenido,Autobiz SA,5.0
AutobizSA_N42,2024-02-29 15:37:07+00:00,Fácil y rápido… súper profesionales…,Fácil y rápido… súper profesionales tanto carlos como cris…,Autobiz SA,5.0
AutobizSA_N41,2024-02-29 15:16:40+00:00,Me gusto el trato y que me avisaran…,Me gusto el trato y que me avisaran antes de ir a la cita para explicarme todo,Autobiz SA,5.0
AutobizSA_N40,2024-02-28 15:08:27+00:00,Muy recomendable,Muy recomendable,Autobiz SA,5.0
AutobizSA_N39,2024-02-21 19:00:31+00:00,Muy eficientes en todo el proceso,Muy eficientes en todo el proceso. Gracias,Autobiz SA,5.0
AutobizSA_N38,2024-02-21 12:58:50+00:00,Todo Perfecto,Todo Perfecto El trato con los contactos y la recogida perfecta Repetiría la experiencia aconsejaría sin ninguna duda,Autobiz SA,5.0
AutobizSA_N37,2024-02-20 11:58:23+00:00,Lamentable.,"Lamentable. Solo sirven para hacerte perder el tiempo y el dinero del desplazamiento. Vas, hacen fotos, miran la documentación y te dicen que a la tarde te pasan la tasación y ya nunca más se supo. La reclame dos veces y que les den.",Autobiz SA,1.0
AutobizSA_N36,2024-02-19 11:41:55+00:00,Trato muy profesional,"Trato muy profesional. Te piden un sinfín de documentación y fotografías par asegurar que todo esté en orden. La tasación inicial que te proponen no es la misma que la final, porque no cuenta con los pequeños desperfectos que pueda tener el coche y que tienen que arreglar. Aun así, muy amables, te vienen a valorar el coche en persona y si todo en orden te hacen la transferencia y todo listo.",Autobiz SA,4.0
AutobizSA_N35,2024-02-16 21:39:21+00:00,Tasación garantizada que no cumplen,"Me facilitaron una tasación, tras ver todas las fotos del vehículo y documentación. La tasación fue aprobada por el ""jefe"". Solo faltaba revisión mecánica y comprobar que el coche estaba como en las fotos (lo cual era cierto). Me desplacé junto con otra persona y coche, a 65km para las ultimas comprobación y dejar ya el coche vendido. Cuando llegué, me indicaron que ese mismo día habían puesto un coche de la misma marca y modelo en oferta en un gran compra-venta, y que claro ya no me podían dar lo mismo. Una tomadura de pelo. Primero, que si me dan una tasación garantizada, y el coche está como en las fotos, la tienen que respetar. Ese es el significado de ""garantizada"". Podrían al menos haber hecho la comprobación por la mañana y haberme avisado de la situación, para que no me desplazara. A todo esto, cuando comuniqué a Autobiz la situación, me indicaron que lo consultarían internamente... y nunca más se supo. Escribí un email, le hablé por whatsapp a la persona con la que había estado tratando... Nada, silencio administrativo.",Autobiz SA,2.0
AutobizSA_N34,2024-02-15 01:19:02+00:00,Gracias Carlos y maria por la recogida,"Gracias Carlos y maria por la recogida, hacéis un equipo genial. Seguid así, lo hacéis genial.",Autobiz SA,5.0
AutobizSA_N33,2024-02-15 01:15:39+00:00,Me compro el vehículo Alejandro y la…,Me compro el vehículo Alejandro y la verdad que la recogida con Juan Carlos fue genial Gracias por solidarizaros con mi situación y un abrazo.,Autobiz SA,5.0
AutobizSA_N32,2024-02-08 22:27:49+00:00,Vergonzoso,"Horrible. Después de realizar tasación online te llaman y te ofrecen una tasación más baja (hasta ahí lo normal en todo este tipo de sitios). El caso es que aceptamos esta oferta y quedamos pendientes de que vinieran a recoger el coche, ya que no es posible que lo entregues tu. Pues después de 1 mes mareándonoslo para que vinieran a recogerlo nos bajan la oferta 2.600€ excusándose en un error de su sistema!! 1 mes para darse cuenta que se han confundido en la tasación!!! Una vergüenza, seriedad ninguna. Nos llegan a decir que “bueno, solo son 2.600€”. Lamentable el trato",Autobiz SA,1.0
AutobizSA_N31,2024-01-31 19:50:07+00:00,Me pasaron una tasación de 19500 y…,"Me pasaron una tasación de 19500 y después de tasarlo, estando el coche impoluto, me dicen que me dan 6000 porque hay muchas unidades de mi coche (en España ahora mismo 5 en concreto) ninguna seriedad, además de poner el cebo para acabar ofreciendo ofertas ridículas....",Autobiz SA,1.0
AutobizSA_N30,2023-10-19 19:55:56+00:00,Vergonzoso,"Vergonzoso , absolutamente vergonzoso. Te hacen perder el tiempo y el dinero para hacer una oferta ridícula No lo recomiendo para Nada no cumplen su palabra .",Autobiz SA,1.0
AutobizSA_N29,2023-09-06 09:27:07+00:00,Ha sido vergonzoso,"Ha sido vergonzoso, han tardado casi en darme una tasación una semana. Y eso sin contar lo anterior para llamarme y darme por buena la tasación, que tuve que llamar varias veces para que me dijera que iba en orden y ya me llamaría Que personal hay ahí, cada vez que he preguntado por la tasación, encima la persona que me atendía le molestaba y acababa contestándome mal que ya me llamarían que esperara , y luego para que me llame un crío. Nunca más",Autobiz SA,1.0
AutobizSA_N28,2023-08-06 13:55:44+00:00,Empresa muy poco profesional,"Entré a través de la página de CaixaBank, creyendo que iban a tener algo que ver con el banco, pero resulta que es una empresa colaboradora. Me dan una valoración bastante alta, la cuál no me creo, pero continúo con el proceso. Me llamó una chica muy simpática diciéndome las fotos que necesitaban porque al final la valoración es online, con lo que necesitan ver bien el coche, y me comenta que en un plazo de 24h me llamará su compañero con el precio definitivo, lo cuál no ocurrió. Me llamó a los 3 días un chaval, un tal Alejandro, que supongo que sería nuevo, porque no tenía ni idea e iba con mucha ansia. Muy mala atención, malas formas, diciéndome que ellos tienen que ganar dinero del coche... Son cosas obvias, es una empresa, pero da muy mala imagen decirle esas cosas a un cliente. Me sentí como si me quisieran estafar. En definitiva, parece más bonito de lo que realmente es. La primera parte del proceso, aunque larga, es intuitiva y me ayudó la chica que me llamó, pero la parte de la oferta... parecía que me hubiese llamado un adolescente de 15 años. No entiendo cómo CaixaBank trabaja con una empresa tan poco seria. Por último, si entras en las reseñas de Google, casualmente hay muchas valoraciones positivas hacia este chico, y todas de la misma fecha. Cuidado con esto, porque tiene mucha pinta de que hasta falsean las reseñas.",Autobiz SA,1.0
AutobizSA_N27,2023-08-01 16:08:41+00:00,HUID DE ELLOS,"HUID DE ELLOS. Por la web tasado el coche en 25.000€. Como me lo olía, GRABÉ TODO PARA SUBIRLO A MI CANAL DE YOUTUBE CON MÁS DE 3MILLONES DE SUSCRIPTORES. Cámara oculta desde el principio y grabando la tasación falsa online. Me sale un choni que apenas sabía conjugar verbos el cual me dice que me da 13000€. BMW DEL 2018 el cual la propia casa BMW LO TASA A PRECIO DE COMPRA EN 34000€. El reportaje saldrá pronto, no os preocupéis.",Autobiz SA,1.0
AutobizSA_N26,2023-06-22 09:56:19+00:00,Auténticos estafadores,"Auténticos estafadores. Me hicieron una primera valoración online de mi coche de 8.750€. Como no me creo este tipo de empresas, llamé para hablar con alguien y que me explicara como funcionaba, ya que el compra-venta más cercano al que lo tenía que llevar está a una hora de mi casa. Me atiende una chica muy maja que me dice que esa tasación es un poco elevada, pero que si el coche no tiene ningún daño importante, me quitarán el ""pico"" o un poco más, es decir, me redondearan a entre 7.500 y 8.000€. Expresamente le digo que no quiero ir al concesionario para que me ofrezcan 5.000€ porque es perder el tiempo y me responde que si el coche no tiene nada, eso seguro que no pasa. Al día siguiente voy al compra-venta (Garage Club) y me ofrecen 4.800€ de risa, diciendo que ellos no lo pueden vender a más de 7.000 o 7.300€, cuando el más barato que hay en internet como mi coche de compra-venta está en los 9.000€. Tanta esta empresa como los compra-venta que colabora, en este caso Garage Club, son unos estafadores!!",Autobiz SA,1.0
AutobizSA_N25,2023-03-07 16:17:09+00:00,Es un auténtico engaño,"Es un auténtico engaño. Me ofrecieron 7.500€ en la primera tasación online, después de desplazarme 30km me ofrecieron 4000€. No pierdan el tiempo con estos estafadores. Mi coche es de primera mano y muy bien estado de mecánica y de chapa.",Autobiz SA,1.0
AutobizSA_N24,2023-02-07 19:25:05+00:00,USUREROS,"USUREROS. NI ACERCARSE A ELLOS. Tras una tasación online del vehículo en 23.250€ , furgoneta del 2019, 9 plazas, todos extras L1 H2 con 37.000kms, vendiéndose esa misma furgoneta en el mercado de segunda con doble y triple de kilómetros por entre 24000€ y 29000€ me ofrecieron 18.800€ tras realizar yo todo el reportaje gráfico estético y de documentación para su aplicación. Me llamó tras 48h y me comenta si oferta diciendo que es la que le da el programa. Por los huevos. Y reitero mi expresión por déspota,prepotente y con poca vergüenza el señor Jesús y su compañera María que fue la que me alentó a realizar el reportaje y demás exponiendo mi alza de la tasación online. Otra simpática. Son unos USUREROS. Ni acercarse. Y yo todo esto viene en colaboración con SPOTICAR que es en su página donde tasas el vehículo.",Autobiz SA,1.0
AutobizSA_N23,2022-12-06 01:57:28+00:00,No se metan en planes con esta gente!,"No se metan en planes con esta gente!! Son estafadores y mentirosos. Afirmaron que el plan consistía en llave por llave y no era así, no nos devuelven el dinero. No se hacen cargo de lo que nos dijeron. Patéticos.",Autobiz SA,1.0
AutobizSA_N22,2022-11-12 18:58:54+00:00,Tras darme una cita para vender aun no he recibido respuesta,"Tras darme una cita para vender chequear mi coche en DIABOCAR de Ciudad Real, tener que desplazarme casi 100 km, el trato fue bueno, el coche le gustó bastante, un Kia con 18000 kms, tras semanas no he recibido respuesta, ni siquiera un precio que no me hubiera convenido, llamé al sr Diego varias veces y no he podido dar con él. Tras enviarme la encuesta de AUTOBIZ le conté lo que me ha pasado y tampoco recibo respuesta, totalmente desconcertado tanto con la marca como con el compraventa.",Autobiz SA,1.0
AutobizSA_N21,2022-08-27 13:48:48+00:00,Muy contenta con el servicio,"Muy contenta con el servicio. Rapido y profesional, muy recomendado.",Autobiz SA,5.0
AutobizSA_N20,2022-08-27 05:12:11+00:00,VENDIDO,"He vendido el coche, muy buena atención en el punto de venta elegido por mí en innovacar en Alaquas. Por mi parte me sorprendió la tasación de mi coche. Recibido el dinero en un día por ser de otra entidad bancaria, si no en el mismo momento. Gracias.",Autobiz SA,5.0
AutobizSA_N19,2022-08-26 14:18:50+00:00,Todo fue my bien sencillo y rápido la…,"Todo fue my bien sencillo y rápido la persona con quien tuve la cita, muy amable.",Autobiz SA,4.0
AutobizSA_N18,2022-08-20 13:48:46+00:00,Muy buena la atención y asesoramiento…,Muy buena la atención y asesoramiento por parte del vendedor Guzmán.,Autobiz SA,5.0
AutobizSA_N17,2022-08-12 14:38:17+00:00,Totalmente recomendado,Precio de la oferta mantenido. Venta rápida y sin sorpresas.,Autobiz SA,5.0
AutobizSA_N16,2022-08-01 18:58:50+00:00,Todo correcto,"Todo correcto , respetando lo que había acordado con Carles y el papeleo muy claro, experiencia positiva.",Autobiz SA,4.0
AutobizSA_N15,2022-07-24 19:20:05+00:00,MUCHAS GRACIAS POR TODO JULIA,"Quiero agradecer a Julia por todo el interés y seguimiento realizado en cada llamada, siempre con mucha cordialidad y atención, facilitando todo con su buen hacer.",Autobiz SA,5.0
AutobizSA_N14,2022-07-21 18:33:12+00:00,El lugar donde mejor me trataron y…,"El lugar donde mejor me trataron y mejor tasaron mi vehículo. Muy amable tanto Sara, quien me atendió telefónicamente, como Alejandro, quien tasó y compró mi coche de forma rápida y sencilla. Sin duda los recomiendo.",Autobiz SA,5.0
AutobizSA_N13,2022-07-20 08:47:29+00:00,Servicio confiable y profesional,Servicio confiable y profesional. Entré y vendí el vehículo en 20 minutos.El dinero fue aceptado en la cuenta después de 2 días hábiles.,Autobiz SA,5.0
AutobizSA_N12,2022-07-20 00:23:21+00:00,muy bien y muy rápido,Sin contenido,Autobiz SA,5.0
AutobizSA_N11,2022-07-19 19:02:31+00:00,I Cars Alzira! Increíble trato y facilidad!,"El dueño del concesionario de I Cars Alzira, donde entregué el vehículo hizo que todo el proceso fuese, rápido, sencillo, ameno y con total transparencia. La atención telefónica por parte de Julia también fue ideal. No podría haber tenido mejor experiencia. Gran equipo!",Autobiz SA,5.0
AutobizSA_N10,2022-07-19 18:46:53+00:00,Pues me escribe Autobiz a mí,"Pues me escribe Autobiz a mí, por un anuncio que puse en varios portales, que pida cita para que me compren mi coche. La pido y al llegar me dicen que no pueden atenderme porque ya tenían la cita cogida, después de desplazarme 35 km de mi casa, que no saben por qué el sistema ha permitido mi cita pero que no es su problema. Tras unos minutos de debate me miran el coche someramente y me dicen que NO me valoran el precio que me indicaron, pero con una diferencia de entre 1.500 y 2.000 euros menos. Para colmo quedan en llamarme al día siguiente para darme la valoración y NO me llaman. Una experiencia pésima. Qué falta de profesionalidad.",Autobiz SA,1.0
AutobizSA_N9,2022-07-14 20:17:57+00:00,Incumplimiento,"Muy amablemente comprobaron los dos vehículos que llevé a tasar y me indicaron que en 48h. tendría su respuesta. Ha transcurrido el plazo indicado sin que se hayan vuelto a poner en contacto conmigo. Creo que deberían eliminar la propaganda de ""compramos tu coche de inmediato"". Ni inmediato ni respuesta alguna. Seriedad cero.",Autobiz SA,3.0
AutobizSA_N8,2022-07-13 20:54:41+00:00,Pues la persona que me atendió que se…,Pues la persona que me atendió que se llama Ivan me lo puso facilisimo. Ha sido una experiencia muy grata y recomendable vender mi coche en Iluscar.,Autobiz SA,5.0
AutobizSA_N7,2022-07-13 09:57:46+00:00,"Exquisito Online, desastroso Offline","Buenos dias lo primero informaros que voy a gastar un tiempo muy valioso que espero que este feedback os pueda servir para mejorar. Si tuviera que valorar mi experiencia deberia de hacerlo en dos partes. La primera el proceso previo ( o por denominarlo de alguna manera el ``online´´) que fue totalmente exquisito. Una vez seleccione a traves de su web el centro de tasacion am cercano primero recibi una llamada (que no peude atender) y pasado unos minutos recibi un correo electronico de una persona explicandome como seria todo el proceso de manera detallada y muy clarificadora. No obstante pasados unso minutos esta persona volvio a realizar otra llamada y, esta vez si, pudimos hablar. Si tuviera que definir el trato que recibi de ella seria una palabra: EXQUISITO. Una persona profesional, cercana y con un grado de empatia que , telefonicamente, es muy muy complicado de trasmitir. Me explico todo perfectamente y quedo en llamarme de vuelta. Segunda parte la ``OFFLINE´´ Llegue al concesionario pregunte por la persona que me habian indicado y estand o3 comerciales sentados ( ninguno ocupado) y de manera desganada me dijo uno de ellos que el me atendia. La persona que me atendio no era la que ponia en el correo inicial. Esto lo supe, no porque la persona se prenetara, si no porque ponia su nombre en la mesa. Bajamos al coche hice literalmente 4 fotos y me dijo que ya me llamaria ( mi intencion era ,como me habiais comentado previamente, que me diera la tasacion insitu y dejarle el coche). Tal fue mi sorpresa que me fui un poco extrañado/desconfiado. Pasada 1 hora me llamo y me dio un importe igual que el que me habia dado otro de vuestros competidores. Finalmente lo deje el coche en clicars porque la experiencia como cliente fue muchisimo mas profesional ( la offline) la online quiero volver a resaltar que fue exqusita. Me imagino que vuestro modelo de negocio se vas en tener colaboradores como este concesionario, personalmente ( y con la competencia de hoy en dia) creo que es una pena que con un inicio tan bueno como fue el trato recibido luego el proceso final fuera tan decepcionante. Me imagino que habra sido un caso puntual. Saludos",Autobiz SA,3.0
AutobizSA_N6,2022-07-12 19:50:14+00:00,Atención bastante buena pero compromiso…,Atención bastante buena pero compromiso ninguno,Autobiz SA,1.0
AutobizSA_N5,2022-07-12 17:20:34+00:00,MUY RECOMENDABLE,"Muy contento con el trato tanto de la central como del concesionario donde fui a vender el coche. Alberto de Castellon fue atento amable y tuvimos buen felling. Al final la venta no se concretó por una mejor oferta de otra pagina, pero no por el trato ya que el suyo ya era un precio muy justo....",Autobiz SA,5.0
AutobizSA_N4,2022-07-06 17:46:13+00:00,Pretasacion de 9000 euros y sin ver el vehículo baja a 6000,"Pase por el simulador absolutamente todos los datos solicitados, pretasacion de 9000 euros. Como tenía que desplazarme 90 km, mandé fotos para que visionaran el coche y solicité si se mantendría la valoración al hacer la tasación. Me han llamado telefónicamente (tenía que ir mañana) y me indican que el compraventa sólo pagaría 6000. El coche esta impecable y antes de verlo lo rebajas un 30%. ME PARECE IMPRESENTABLE. Agradecer la ayuda de Julia que me ha evitado un viaje de 180 km NI COMPRARIA NI VENDERIA COCHE A ESTOS SEÑORES.",Autobiz SA,3.0
AutobizSA_N3,2022-07-01 11:57:02+00:00,Muy profesionales y atentos,Muy profesionales y atentos. Recomendable sin ninguna duda. No le pongo 5 estrellas por la gran diferencia entre la valoración online y la definitiva.,Autobiz SA,4.0
AutobizSA_N2,2022-06-29 00:12:40+00:00,todo muy claro y rápido,"todo muy claro y rápido, ha salido tal y como me dijeron. Tras una valoración inicial me concertaron una cita para la tasación, fue cordial y amable hasta finalizar la transacción. Muy recomendable",Autobiz SA,5.0
AutobizSA_N1,2022-06-27 11:37:45+00:00,La tasación final no tiene nada que ver…,La tasación final no tiene nada que ver con la inicialmente obtenida a través de la web sin ningún motivo ni argumento más que el querer sacarle más rendimiento al coche.,Autobiz SA,2.0
AutoheroEspaña_N190,2025-11-08 13:47:27+00:00,José luis de Valencia en Autohero…,"José luis de Valencia en Autohero Aldaya me hizo entrega de polo ha sido rápido simpático agradable y buen profesional, volveré!",Autohero España,5
AutoheroEspaña_N189,2025-11-08 13:46:56+00:00,Me atendió Jose Luis de valencia fue…,Me atendió Jose Luis de valencia fue muy amable y me dió un trato excelente.,Autohero España,5
AutoheroEspaña_N188,2025-11-08 12:48:41+00:00,Nos atendió José Luis de Alicante se…,"Nos atendió José Luis de Alicante se portó de maravilla. Un trato genial, muy atento y nos explicó todo perfecto.",Autohero España,5
AutoheroEspaña_N187,2025-11-08 12:02:04+00:00,Muy buena experiencia con la compra de mi Renault Esoace,Muy buena experiencia con la compra de mi nuevo coche. Recogido en Valencia en condiciones perfectas. Un servicio estupendo por parte de José Luis. Gracias.,Autohero España,5
AutoheroEspaña_N186,2025-11-08 11:30:30+00:00,Muy contento con la entrega del…,"Muy contento con la entrega del vehículo, en Valencia nos atendió José Luis y nos explicó todo lo relacionado con la operación y con el coche. Encantado con el proceso.",Autohero España,5
AutoheroEspaña_N185,2025-11-08 11:11:03+00:00,Compra C4 esperiencia,"Llegamos a Valencia con nervios por adquirir un vehículo que realmente solo has visto por fotografías. Al llegar nos atiende Jose Luis. La atención y tranquilidad que nos trasmite es absoluta. Nos resuelve todas las dudas que teníamos, anotando también, un par de cosas que hemos observado nosotros. Recomendado 100%",Autohero España,5
AutoheroEspaña_N184,2025-11-08 10:51:05+00:00,Revisión del coche por parte de…,"Revisión del coche por parte de mecánico de confianza, en perfectas condiciones.",Autohero España,5
AutoheroEspaña_N183,2025-11-08 09:31:46+00:00,Es una dinámica interesante,"Es una dinámica interesante, que rompe el esquema de lo habitual en cuanto a la compra de un coche, seleccionas varios, luego te decantas por uno, para proceder al proceso de compra, asistido por un amable grupo de profesionales que te van aclarando dudas si te surge alguna, para luego recibir tu coche, al final es genial.",Autohero España,5
